,,,,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,RO,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
,,,,,,
AR,ET,MG,SE,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,,,,,,
AR,ET,,SE,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,MG,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,ET,,,,,
AR,ET,MG,SE,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,SE,,,
AR,,,,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,,,
AR,ET,MG,,,,
,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,,,,,,
AR,ET,,SE,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,MG,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,MG,,RO,,
AR,ET,,SE,,,
,,,,,,
AR,ET,MG,SE,RO,,
AR,ET,,SE,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
,,,,,,
AR,ET,MG,SE,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,ET,,,,,
,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
,ET,MG,,,,
AR,ET,MG,,RO,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,,,,,,
AR,,,,,,
AR,,,,,,
,,,,,,
AR,,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,,,,
AR,ET,,SE,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
