,,,,,,
AR,ET,,SE,,,
AR,,MG,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,,,,
AR,,,,,,
AR,,,SE,,,
AR,,,,,,
AR,,,,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,,,,
AR,ET,,,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,ET,MG,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,SE,,,
AR,,,,,,
AR,,,SE,,,
AR,,,SE,,,
,,,,,,
AR,,,SE,,,
,,,,,,
AR,,,,,,
,,,,,,
AR,,,SE,,,
,,,,,,
,,,SE,,,
AR,,,SE,,,
AR,,,,,,
