file,class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc,#tests,#AR,#ET,#MG,#SE,#RO,#FTO,#IT,LOC-ts,AR,ET,MG,SE,RO,FTO,IT
/Users/grano/Desktop/ist-generation-scripts/SF110-src/78_caloriecount/src/main/java/com/lts/swing/table/JTableUtils.java,com.lts.swing.table.JTableUtils,class,4,43,3,0,34,99,15,15,12,1,0,0,1,354,10,10,10,0,10,0,0,0,800.2,1.0,1.0,0.0,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/78_caloriecount/src/main/java/com/lts/swing/contentpanel/CPMouseListener.java,com.lts.swing.contentpanel.CPMouseListener,class,1,17,2,0,14,16,8,8,0,1,0,0,0,107,10,10,10,0,10,0,0,0,1098.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/78_caloriecount/src/main/java/com/lts/util/scheduler/NewScheduler.java,com.lts.util.scheduler.NewScheduler,class,5,43,2,0,20,45,14,7,2,8,4,2,4,168,10,9,10,0,6,0,0,0,281.7,0.9,1.0,0.0,0.6,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/78_caloriecount/src/main/java/com/lts/caloriecount/ui/entry/EntryListView.java,com.lts.caloriecount.ui.entry.EntryListView,class,9,29,10,0,30,135,13,3,1,3,1,1,7,171,10,0,0,0,0,0,0,0,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/93_quickserver/src/main/java/org/quickserver/util/xmlreader/AccessConstraintConfig.java,org.quickserver.util.xmlreader.AccessConstraintConfig,class,2,13,1,0,15,0,4,4,0,2,0,1,1,75,10,10,10,0,10,0,0,0,123.1,1.0,1.0,0.0,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/103_sweethome3d/src/main/java/com/eteks/sweethome3d/viewcontroller/RoomController.java,com.eteks.sweethome3d.viewcontroller.RoomController,class,16,149,2,0,72,138,38,34,2,44,0,0,5,647,10,1,1,0,1,0,0,0,147.7,0.1,0.1,0.0,0.1,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/103_sweethome3d/src/main/java/com/eteks/sweethome3d/viewcontroller/PhotoController.java,com.eteks.sweethome3d.viewcontroller.PhotoController,class,16,88,1,0,50,305,34,31,0,19,0,0,8,373,3,3,3,0,3,0,0,0,843.3333333333334,1.0,1.0,0.0,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/105_freemind/src/main/java/freemind/controller/printpreview/PreviewDialog.java,freemind.controller.printpreview.PreviewDialog,class,4,13,6,0,17,10,5,2,0,3,0,1,2,102,6,6,6,6,6,0,0,0,430.1666666666667,1.0,1.0,1.0,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/105_freemind/src/main/java/freemind/modes/filemode/FileNodeModel.java,freemind.modes.filemode.FileNodeModel,class,5,31,2,0,26,24,12,11,0,2,0,0,2,152,10,10,10,10,10,0,0,0,424.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/105_freemind/src/main/java/accessories/plugins/NewParentNode.java,accessories.plugins.NewParentNode,class,3,22,4,0,34,6,4,2,0,0,0,0,1,165,10,10,0,2,3,0,0,0,51.9,1.0,0.0,0.2,0.3,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/44_summa/src/main/java/dk/statsbiblioteket/summa/common/rpc/ConnectionConsumer.java,dk.statsbiblioteket.summa.common.rpc.ConnectionConsumer,class,12,21,1,0,15,0,7,7,0,13,9,10,2,239,4,3,3,0,3,0,0,0,89.75,0.75,0.75,0.0,0.75,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/22_byuic/src/main/java/com/yahoo/platform/yui/compressor/ScriptOrFnScope.java,com.yahoo.platform.yui.compressor.ScriptOrFnScope,class,2,41,1,0,18,21,11,0,0,7,0,0,0,138,10,10,10,0,10,0,0,0,215.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/107_weka/src/main/java/weka/core/tokenizers/AlphabeticTokenizer.java,weka.core.tokenizers.AlphabeticTokenizer,class,3,13,2,0,4,9,6,6,1,3,0,1,2,125,7,7,7,1,6,0,0,0,192.14285714285714,1.0,1.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/107_weka/src/main/java/weka/core/Version.java,weka.core.Version,class,3,35,1,0,21,26,8,7,2,5,5,5,8,258,10,10,10,1,10,0,0,0,379.7,1.0,1.0,0.1,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/101_netweaver/src/main/java/com/sap/managementconsole/soap/axis/sapcontrol/DirEntry.java,com.sap.managementconsole.soap.axis.sapcontrol.DirEntry,class,7,28,1,0,12,32,13,13,3,6,0,1,0,173,10,10,10,1,10,0,0,0,350.7,1.0,1.0,0.1,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/96_heal/src/main/java/org/heal/module/metadata/CompleteMetadataBean.java,org.heal.module.metadata.CompleteMetadataBean,class,14,89,3,0,90,786,44,43,0,13,0,0,1,461,10,10,10,3,10,0,0,0,3281.6,1.0,1.0,0.3,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/66_openjms/src/test/java/org/exolab/jms/tools/admin/AdminInfo.java,org.exolab.jms.tools.admin.AdminInfo,class,5,18,6,0,18,0,2,2,0,3,0,0,9,149,7,7,0,2,7,0,0,0,347.0,1.0,0.0,0.2857142857142857,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/75_openhre/src/main/java/com/browsersoft/openhre/hl7/impl/parser/HL7CheckerImpl.java,com.browsersoft.openhre.hl7.impl.parser.HL7CheckerImpl,class,12,122,1,0,75,0,38,27,0,4,0,0,2,296,3,3,3,3,3,0,0,0,1397.3333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/7_sfmis/src/main/java/com/hf/sfm/util/DaoFactory.java,com.hf.sfm.util.DaoFactory,class,4,22,1,3,18,29,11,11,0,6,4,1,4,110,10,10,10,1,10,0,0,0,268.5,1.0,1.0,0.1,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/18_jsecurity/src/main/java/org/jsecurity/web/attr/CookieAttribute.java,org.jsecurity.web.attr.CookieAttribute,class,11,35,2,0,27,62,16,15,1,9,5,6,7,257,10,10,10,2,10,0,0,0,388.8,1.0,1.0,0.2,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/39_diffi/src/main/java/de/beiri22/stringincrementor/helper/IndexedString.java,de.beiri22.stringincrementor.helper.IndexedString,class,2,16,1,0,3,0,3,2,0,2,0,0,0,66,10,10,0,1,6,0,0,0,130.7,1.0,0.0,0.1,0.6,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/13_jdbacl/src/main/java/org/databene/jdbacl/SQLUtil.java,org.databene.jdbacl.SQLUtil,class,10,154,1,0,97,946,44,36,44,4,0,4,54,444,10,10,10,10,10,0,0,0,1043.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/110_firebird/src/main/java/org/firebirdsql/gds/impl/wire/isc_stmt_handle_impl.java,org.firebirdsql.gds.impl.wire.isc_stmt_handle_impl,class,7,54,2,0,7,560,36,35,1,16,0,1,2,194,10,10,10,10,10,0,0,0,2488.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portlet/documentlibrary/util/comparator/RepositoryModelCreateDateComparator.java,com.liferay.portlet.documentlibrary.util.comparator.RepositoryModelCreateDateComparator,class,6,19,2,0,7,21,7,6,0,4,3,3,1,88,10,10,10,9,10,0,0,0,6754.3,1.0,1.0,0.9,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/deploy/hot/HookHotDeployListener.java,com.liferay.portal.deploy.hot.HookHotDeployListener,class,108,525,2,0,416,4351,94,53,0,67,1,11,181,2557,10,10,10,2,9,0,0,0,172.1,1.0,1.0,0.2,0.9,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/taglib/theme/DefineObjectsTag.java,com.liferay.taglib.theme.DefineObjectsTag,class,3,9,2,0,19,0,1,1,0,0,0,0,0,64,10,10,10,5,10,0,0,0,2767.8,1.0,1.0,0.5,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/service/persistence/TeamFinderImpl.java,com.liferay.portal.service.persistence.TeamFinderImpl,class,10,46,2,0,40,19,7,2,0,4,4,4,23,194,10,10,10,4,10,0,0,0,1648.1,1.0,1.0,0.4,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/kernel/scheduler/CronText.java,com.liferay.portal.kernel.scheduler.CronText,class,1,25,1,0,5,30,9,9,0,10,7,7,8,133,10,10,10,5,10,0,0,0,2508.9,1.0,1.0,0.5,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/util/PwdGenerator.java,com.liferay.util.PwdGenerator,class,2,43,1,0,22,43,11,9,11,5,3,5,15,120,10,10,10,5,10,0,0,0,3034.6,1.0,1.0,0.5,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/security/pacl/checker/PortalHookChecker.java,com.liferay.portal.security.pacl.checker.PortalHookChecker,class,4,56,2,0,19,36,9,2,0,8,0,1,1,164,10,10,5,2,9,0,0,0,118.3,1.0,0.5,0.2,0.9,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/model/impl/OrganizationModelImpl.java,com.liferay.portal.model.impl.OrganizationModelImpl,class,13,107,2,1,71,1176,49,49,2,44,24,26,16,567,10,10,10,3,10,0,0,0,950.5,1.0,1.0,0.3,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portlet/documentlibrary/model/impl/DLFileEntryModelImpl.java,com.liferay.portlet.documentlibrary.model.impl.DLFileEntryModelImpl,class,13,227,2,1,140,4095,91,91,2,69,22,24,17,1085,10,10,10,9,10,0,0,0,8421.1,1.0,1.0,0.9,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/servlet/AxisServlet.java,com.liferay.portal.servlet.AxisServlet,class,7,9,3,0,8,1,2,2,0,1,0,0,9,86,10,10,10,5,10,0,0,0,3123.8,1.0,1.0,0.5,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/lar/PortletImporter.java,com.liferay.portal.lar.PortletImporter,class,46,307,1,0,244,435,30,1,0,2,0,1,155,1522,10,10,10,4,10,0,0,0,1619.8,1.0,1.0,0.4,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portlet/shopping/model/ShoppingCategoryWrapper.java,com.liferay.portlet.shopping.model.ShoppingCategoryWrapper,class,6,70,1,0,66,1225,50,50,0,1,0,0,0,362,10,10,10,5,10,0,0,0,3862.3,1.0,1.0,0.5,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/spring/context/ArrayApplicationContext.java,com.liferay.portal.spring.context.ArrayApplicationContext,class,4,10,2,0,8,1,2,1,0,1,0,1,1,52,10,10,10,5,10,0,0,0,2735.8,1.0,1.0,0.5,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/kernel/messaging/proxy/ProxyMessageListener.java,com.liferay.portal.kernel.messaging.proxy.ProxyMessageListener,class,7,16,1,0,19,3,3,3,0,3,0,1,3,84,10,10,10,5,10,0,0,0,2606.8,1.0,1.0,0.5,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portlet/polls/model/impl/PollsChoiceModelImpl.java,com.liferay.portlet.polls.model.impl.PollsChoiceModelImpl,class,13,101,2,0,61,1176,49,49,2,30,16,18,27,480,10,10,10,9,10,0,0,0,6488.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/kernel/notifications/NotificationEventComparator.java,com.liferay.portal.kernel.notifications.NotificationEventComparator,class,1,11,1,0,4,3,3,3,0,1,0,0,0,53,10,10,10,5,10,0,0,0,2653.9,1.0,1.0,0.5,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/taglib/portletext/IconMinimizeTag.java,com.liferay.taglib.portletext.IconMinimizeTag,class,2,7,7,0,14,0,1,0,0,1,0,1,1,53,10,10,10,5,10,0,0,0,2782.8,1.0,1.0,0.5,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portlet/calendar/model/impl/CalEventModelImpl.java,com.liferay.portlet.calendar.model.impl.CalEventModelImpl,class,13,190,2,1,126,3160,80,80,2,57,19,21,15,938,10,10,10,7,10,0,0,0,5364.3,1.0,1.0,0.7,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/kernel/cluster/ClusterExecutorUtil.java,com.liferay.portal.kernel.cluster.ClusterExecutorUtil,class,9,48,1,0,22,120,16,16,15,2,0,2,19,152,10,10,10,4,10,0,0,0,2003.7,1.0,1.0,0.4,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portlet/documentlibrary/util/PDFProcessorImpl.java,com.liferay.portlet.documentlibrary.util.PDFProcessorImpl,class,14,133,2,0,100,595,35,12,0,3,0,1,32,557,10,10,10,9,10,0,0,0,7073.3,1.0,1.0,0.9,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/108_liferay/src/main/java/com/liferay/portal/executor/PortalExecutorFactoryImpl.java,com.liferay.portal.executor.PortalExecutorFactoryImpl,class,5,26,1,0,1,45,10,10,0,8,0,0,1,100,10,10,10,4,10,0,0,0,1604.8,1.0,1.0,0.4,1.0,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/88_jopenchart/src/main/java/de/progra/charting/render/PieChartRenderer.java,de.progra.charting.render.PieChartRenderer,class,4,11,2,0,20,3,3,3,0,0,0,0,2,99,9,9,0,0,7,0,0,0,105.0,1.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0
/Users/grano/Desktop/ist-generation-scripts/SF110-src/109_pdfsam/src/main/java/org/pdfsam/guiclient/commons/dnd/droppers/AbstractDropper.java,org.pdfsam.guiclient.commons.dnd.droppers.AbstractDropper,class,2,9,2,0,15,1,2,1,0,1,0,1,3,64,10,5,0,0,4,0,0,0,44.4,0.5,0.0,0.0,0.4,0.0,0.0,0.0
